Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FBgn0034691,7502.72042,0.291587027,0.040011717,7.287541035,3.16E-13,5.22E-13
FBgn0034692,61.07359956,1.8238472,0.191331259,9.532405774,1.54E-21,2.96E-21
FBgn0034693,9159.178549,0.852276295,0.117926003,7.227212584,4.93E-13,8.11E-13
FBgn0034694,3186.759656,-0.295141235,0.046111755,-6.400563874,1.55E-10,2.42E-10
FBgn0034697,4846.927692,-0.428261081,0.043489129,-9.847543267,7.02E-23,1.39E-22
FBgn0038188,55.90848757,1.122019931,0.168584596,6.655530554,2.82E-11,4.48E-11
FBgn0038189,149.6763227,0.741059502,0.150323778,4.929755701,8.23E-07,1.17E-06
FBgn0038180,3571.036275,-4.32371582,0.103910314,-41.61007375,0,0
FBgn0038181,48023.22733,1.580342388,0.195946405,8.065176739,7.31E-16,1.27E-15
FBgn0038183,1685.547375,-0.63839472,0.073966625,-8.630848339,6.09E-18,1.10E-17
FBgn0051390,1655.585111,-0.93113384,0.068600673,-13.57324635,5.77E-42,1.52E-41
FBgn0051391,2054.572481,3.313950287,0.141140314,23.4798279,6.56E-122,4.81E-121
FBgn0038186,449.1171351,2.652988521,0.236080741,11.23763213,2.66E-29,5.84E-29
FBgn0053317,0.366607389,1.191893604,2.035564063,0.585534804,0.558188172,0.595586916
FBgn0041241,28.13770669,0.30046422,0.216180297,1.38987791,0.164565955,0.186772265
FBgn0085209,168.2653867,5.429589843,0.267423845,20.30331231,1.20E-91,6.20E-91
FBgn0085208,359.979876,-0.74579173,0.420682237,-1.772814879,0.076259387,0.089004915
FBgn0262733,10318.28586,-0.817394495,0.076166121,-10.73173323,7.22E-27,1.53E-26
FBgn0085203,654.3292412,-1.112895298,0.116811445,-9.527279645,1.61E-21,3.11E-21
FBgn0085202,436.5452224,3.626800842,0.202201502,17.93656725,6.11E-72,2.44E-71
FBgn0085201,6028.348194,8.407712102,0.199423588,42.16006826,0,0
FBgn0053315,1.31137927,-0.509387643,1.389968754,-0.366474169,0.714011284,0.747885547
FBgn0085207,1383.903402,3.416045172,0.253506699,13.47516728,2.19E-41,5.74E-41
FBgn0085206,41.42286735,3.385998615,0.483785856,6.998961576,2.58E-12,4.18E-12
FBgn0085205,3352.900736,-0.237564365,0.112427302,-2.113048712,0.034596599,0.041305211
FBgn0085204,514.0024385,4.674753205,0.186918715,25.00955135,4.81E-138,4.28E-137
FBgn0033400,2570.672342,-0.816137654,0.048420918,-16.85506362,9.63E-64,3.42E-63
FBgn0033401,3404.294794,-0.16865988,0.043446327,-3.882028521,0.000103589,0.000137766
FBgn0033402,8866.678918,-0.332286183,0.043371854,-7.661332181,1.84E-14,3.12E-14
FBgn0033403,899.1757362,4.178536252,0.160940996,25.9631564,1.29E-148,1.29E-147
FBgn0036696,673.8135371,-1.246903755,0.088081569,-14.1562392,1.71E-45,4.73E-45
FBgn0266139,61.68633002,-0.01853696,0.165333804,-0.112118393,0.910729533,0.930199569
FBgn0036126,1540.945773,-0.504164937,0.061863897,-8.14958253,3.65E-16,6.39E-16
FBgn0036695,2565.04648,-0.322444983,0.058275673,-5.533097562,3.15E-08,4.63E-08
FBgn0036128,48.03150054,-2.090735802,0.247671052,-8.441583232,3.13E-17,5.60E-17
FBgn0266136,10290.82499,-0.054284004,0.085786408,-0.632780945,0.526876702,0.564450803
FBgn0266137,313.2392114,1.429522233,0.094556793,15.11813363,1.23E-51,3.69E-51
FBgn0046879,32.98739466,-3.222188799,0.406823071,-7.920368897,2.37E-15,4.08E-15
FBgn0053319,264.4181436,2.852348774,0.457389108,6.236153696,4.48E-10,6.92E-10
FBgn0015544,3450.269063,0.076849557,0.057892139,1.327460999,0.184356233,0.208125321
FBgn0040747,4590.773565,4.172837906,0.190670043,21.88512597,3.60E-106,2.24E-105
FBgn0015546,3985.970248,-0.172383587,0.067025311,-2.571917745,0.010113692,0.012447073
FBgn0036125,9995.017708,3.704206264,0.103736501,35.70783897,2.99E-279,8.51E-278
FBgn0040877,122.2978709,2.721870728,0.160343794,16.97521719,1.25E-64,4.49E-64
FBgn0040743,71.90323645,-2.914254987,0.347516495,-8.385947226,5.03E-17,8.95E-17
FBgn0028841,356.4325893,1.892443042,0.157494227,12.01595181,2.93E-33,6.80E-33
FBgn0038233,3732.494657,1.510757959,0.05163923,29.25601232,3.77E-188,5.34E-187
FBgn0038236,7178.992405,10.99130797,0.231638328,47.45029918,0,0
FBgn0038237,2781.468553,2.115396922,0.100671525,21.01286268,5.00E-98,2.80E-97
FBgn0038234,1480.814125,0.057850918,0.056489887,1.024093347,0.305791187,0.337503294
FBgn0038235,1138.741067,-0.189047647,0.077817654,-2.429367085,0.01512521,0.018425485
FBgn0038238,190.3392329,0.707749505,0.188752701,3.749612596,0.000177108,0.000233782
FBgn0038239,3323.934562,-11.1603357,0.640092239,-17.43551166,4.44E-68,1.67E-67
FBgn0262607,197.1085516,-5.969610863,0.462563548,-12.90549351,4.19E-38,1.04E-37
FBgn0260474,1939.202618,1.180275488,0.100324463,11.76458313,5.94E-32,1.35E-31
FBgn0250820,5719.167324,0.207807563,0.047791385,4.348222255,1.37E-05,1.88E-05
FBgn0036345,1471.749001,3.624106829,0.209042163,17.33672661,2.48E-67,9.27E-67
FBgn0053912,0.858155469,2.683806456,1.618912771,1.657783239,0.097361226,0.112648607
FBgn0051704,3861.313819,7.116044262,0.164667866,43.214529,0,0
FBgn0036340,12332.27185,-1.157696705,0.043618357,-26.54150205,3.22E-155,3.44E-154
FBgn0036341,6620.953417,-2.226104732,0.061306445,-36.31110433,1.08E-288,3.29E-287
FBgn0036342,1668.750548,0.442735293,0.079021694,5.602705645,2.11E-08,3.12E-08
FBgn0036343,28.84826878,5.236373551,0.41704309,12.55595326,3.69E-36,8.92E-36
FBgn0031047,8133.572741,0.074662487,0.03341106,2.234663845,0.025439426,0.030604321
FBgn0044510,8346.588839,0.765882156,0.055882904,13.70512442,9.46E-43,2.52E-42
FBgn0036349,1.20912776,1.91261032,1.005375049,1.902384909,0.057120853,0.067260285
FBgn0022069,9135.367024,-0.715051322,0.073077763,-9.784800309,1.31E-22,2.57E-22
FBgn0051939,0.126127359,0.254671349,2.442890303,0.104250014,0.916970944,0.935099664
FBgn0036459,60.30781019,3.76820951,0.207815479,18.1324776,1.77E-73,7.19E-73
FBgn0267546,75.46550855,3.531173572,0.242967218,14.53353913,7.43E-48,2.13E-47
FBgn0039406,17978.04906,-0.533989126,0.07079068,-7.543212263,4.59E-14,7.72E-14
FBgn0250827,1606.104047,3.684486874,0.237796483,15.49428669,3.79E-54,1.18E-53
FBgn0051933,803.2894727,1.609405972,0.149012615,10.80046793,3.42E-27,7.28E-27
FBgn0051935,3634.609622,-0.199578834,0.051907517,-3.844892735,0.000120605,0.000160056
FBgn0039240,6136.241977,-0.543078957,0.051010091,-10.64650049,1.81E-26,3.80E-26
FBgn0039283,291.7695231,-1.307201955,0.107446046,-12.1661243,4.71E-34,1.11E-33
FBgn0032521,4023.640978,-0.848987148,0.057199872,-14.84246586,7.78E-50,2.29E-49
FBgn0032613,868.4043932,3.018999034,0.100070995,30.16857213,6.12E-200,9.52E-199
FBgn0262004,769.0161523,-2.049730734,0.126159849,-16.24709248,2.34E-59,7.86E-59
FBgn0265752,56.7086763,2.271959759,0.22749339,9.986926482,1.74E-23,3.47E-23
FBgn0032176,451.7244557,2.590860512,0.129632771,19.98615397,7.27E-89,3.60E-88
FBgn0052706,550.4076121,1.29066499,0.118098055,10.92875738,8.40E-28,1.80E-27
FBgn0052707,2456.574354,-0.419488672,0.049623749,-8.453385413,2.83E-17,5.06E-17
FBgn0052704,18.48151633,2.909420106,0.389697946,7.46583383,8.28E-14,1.39E-13
FBgn0052702,5418.129894,-0.441927947,0.080497018,-5.489991549,4.02E-08,5.89E-08
FBgn0052703,4762.517119,2.4023877,0.172351526,13.93888269,3.68E-44,9.98E-44
FBgn0032524,1974.160872,-0.933934351,0.065351529,-14.29093335,2.49E-46,6.97E-46
FBgn0052708,1297.140107,-0.45629917,0.073414866,-6.215351128,5.12E-10,7.89E-10
FBgn0004427,2608.102796,-1.765446108,0.408731674,-4.31932786,1.57E-05,2.14E-05
FBgn0265365,48.17260334,5.608116643,0.364116847,15.40196969,1.59E-53,4.90E-53
FBgn0034624,94.34136302,-1.969925983,0.389794639,-5.053753396,4.33E-07,6.18E-07
FBgn0083120,791.5435732,-0.185078294,0.140244601,-1.319682135,0.186941167,0.210893758
FBgn0083121,272.77128,-0.592884198,0.325045319,-1.824004725,0.068151358,0.079797418
FBgn0083123,2726.97783,-0.19715909,0.121007544,-1.629312377,0.103246907,0.119245404
FBgn0083124,2581.15234,-0.063490055,0.095442145,-0.665220334,0.505909577,0.543420042
FBgn0264753,1077.640529,1.194663141,0.090302728,13.22953538,5.93E-40,1.52E-39
FBgn0264750,12038.45641,-0.247132318,0.124913619,-1.978425737,0.047880699,0.056646948
FBgn0264751,1805.087764,-0.548091338,0.061325464,-8.937418497,3.98E-19,7.37E-19
FBgn0267263,13.00878887,5.240648952,0.522623356,10.02758276,1.15E-23,2.31E-23
FBgn0267262,1.901378278,1.142628569,1.220734642,0.936017158,0.349264354,0.383115017
FBgn0262341,0.041355197,0.074324944,3.999944614,0.018581493,0.985174967,0.988056944
FBgn0267260,2.704065739,4.946871595,0.850589347,5.815816545,6.03E-09,9.05E-09
FBgn0250825,2550.931429,3.886737538,0.262271799,14.81950235,1.10E-49,3.21E-49
FBgn0267266,26.33104423,3.843689893,0.282944444,13.58460987,4.94E-42,1.30E-41
FBgn0267265,31.75465673,6.632532366,0.537823302,12.33217739,6.08E-35,1.44E-34
FBgn0267264,2.293112021,-0.783788056,0.901465214,-0.869460122,0.384595511,0.419554376
FBgn0267269,36.42312345,4.92476372,0.302370758,16.28716925,1.22E-59,4.10E-59
FBgn0267268,33.02510057,8.549986202,0.574017705,14.89498691,3.55E-50,1.05E-49
FBgn0031544,9570.4486,-0.012903159,0.035762987,-0.36079645,0.718251617,0.751876663
FBgn0051659,1694.458983,8.156058444,0.246602621,33.07368921,7.10E-240,1.54E-238
FBgn0034627,642.2254015,-0.168727298,0.072067418,-2.341242433,0.019219682,0.023275529
FBgn0265809,10.67622103,1.022677211,0.453855629,2.253309523,0.02423964,0.029195092
FBgn0265808,11.17523768,1.076382996,0.295078011,3.647791283,0.000264504,0.000346867
FBgn0267666,14.31662328,-1.577294353,0.393345226,-4.00994915,6.07E-05,8.14E-05
FBgn0035802,9809.442751,0.619299115,0.041437917,14.94522801,1.67E-50,4.95E-50
FBgn0262530,190.4269557,-12.01119171,0.416363405,-28.84785637,5.39E-183,7.32E-182
FBgn0265807,9.962382473,1.105657376,0.480533273,2.300896603,0.021397476,0.025848447
FBgn0265806,7.184106087,0.500386983,0.486188054,1.029204603,0.30338354,0.334993974
FBgn0035806,1711.144165,-0.550830765,0.146583706,-3.757789872,0.000171421,0.000226377
FBgn0265800,18.52757277,-1.025709197,0.239443129,-4.283727839,1.84E-05,2.51E-05
FBgn0265803,24.10976709,1.981773437,0.433843245,4.567948121,4.93E-06,6.83E-06
FBgn0262531,2017.278704,-2.738625966,0.204797339,-13.37237085,8.77E-41,2.27E-40
FBgn0028871,5.273419499,-4.016021345,0.809333178,-4.962136057,6.97E-07,9.90E-07
FBgn0039405,97.60040469,1.109460067,0.426044489,2.604094399,0.009211738,0.011363418
FBgn0028872,2423.431491,0.782622502,0.095799891,8.169346514,3.10E-16,5.43E-16
FBgn0028875,1614.011372,2.491209257,0.103942968,23.96707834,6.13E-127,4.77E-126
FBgn0028658,784.3009004,-0.19004848,0.087154889,-2.180583126,0.029214264,0.035029872
FBgn0028879,1004.216836,1.794730754,0.084078416,21.3459153,4.26E-101,2.49E-100
FBgn0025558,966.4248548,-0.90832913,0.061263746,-14.82653594,9.87E-50,2.89E-49
FBgn0039349,11657.81177,0.585523399,0.06199699,9.444384336,3.57E-21,6.85E-21
FBgn0039348,54049.79966,3.01737717,0.03489549,86.46897376,0,0
FBgn0039341,0.329807041,1.915097433,3.993951589,0.479499411,0.631583387,0.668029707
FBgn0052228,367.168319,2.919049985,0.202200595,14.43640648,3.05E-47,8.66E-47
FBgn0039343,1930.704462,2.055387212,0.201796115,10.18546473,2.30E-24,4.66E-24
FBgn0032462,7.993465184,0.85483361,0.420367872,2.033536975,0.041998302,0.049863003
FBgn0032465,4748.550912,-0.414840202,0.041644311,-9.961509533,2.25E-23,4.48E-23
FBgn0032464,5542.681531,3.427892867,0.212042631,16.16605516,8.75E-59,2.91E-58
FBgn0039347,2230.955189,2.913862517,0.120457149,24.19003387,2.83E-129,2.26E-128
FBgn0039346,79.43989662,1.8111548,0.15716798,11.52368824,1.00E-30,2.24E-30
FBgn0029656,519.4285565,1.77021676,0.187188915,9.456846111,3.17E-21,6.08E-21
FBgn0029657,449.4132106,2.325544173,0.127470645,18.24376256,2.32E-74,9.58E-74
FBgn0001961,4441.255115,-0.723697037,0.161945854,-4.468759272,7.87E-06,1.08E-05
FBgn0035152,960.410977,-0.715211385,0.09500785,-7.527918844,5.16E-14,8.67E-14
FBgn0001967,52.82784449,-5.123203784,0.565119949,-9.065692678,1.24E-19,2.31E-19
FBgn0001965,7064.391664,-0.645814758,0.05365986,-12.03534192,2.32E-33,5.39E-33
FBgn0262538,2388.042316,9.529876804,0.210372174,45.30008232,0,0
FBgn0262699,5468.089084,-0.392267769,0.041339898,-9.488842218,2.34E-21,4.49E-21
FBgn0029658,887.9745293,3.661918402,0.136561598,26.81514019,2.15E-158,2.35E-157
FBgn0029659,5080.271009,3.446706326,0.194206947,17.74759542,1.80E-70,7.04E-70
FBgn0050398,664.0717187,3.203161832,0.12098037,26.47670727,1.80E-154,1.91E-153
FBgn0266179,0.828084556,-2.953497107,1.523487738,-1.938641863,0.052544962,0.062018306
FBgn0011893,0.946110033,2.357793361,0.702452899,3.356514526,0.000789316,0.001017695
FBgn0011892,0.865821277,2.102937097,0.708072566,2.969945734,0.002978524,0.003750718
FBgn0011891,0.261792628,-0.105992825,1.41993328,-0.074646342,0.940496101,0.954968633
FBgn0011890,0.294922396,0.886436166,1.428932479,0.620348532,0.535028349,0.572657508
FBgn0011897,0.165973156,0.885839714,3.169771108,0.279464884,0.779888084,0.811009398
FBgn0011895,0.657804337,2.11135139,0.821347636,2.570594102,0.010152424,0.012489467
FBgn0011894,0.841280567,2.861764246,0.74577292,3.837313166,0.000124388,0.000165001
FBgn0261575,173239.3438,5.328553333,0.210622109,25.29911682,3.27E-141,3.00E-140
FBgn0003415,19822.71904,-0.384672963,0.071339974,-5.392109675,6.96E-08,1.02E-07
FBgn0267903,0.978877356,3.275740925,1.020915955,3.208629378,0.001333693,0.001703378
FBgn0259244,3114.301382,-1.117862345,0.064137436,-17.42917105,4.96E-68,1.87E-67
FBgn0259245,527.5923069,1.511285343,0.0858277,17.6083636,2.13E-69,8.18E-69
FBgn0259246,4789.845451,1.193114932,0.109036166,10.94237791,7.23E-28,1.55E-27
FBgn0259247,2467.999539,-1.18348327,0.06586621,-17.96798797,3.47E-72,1.39E-71
FBgn0259241,360.0044137,0.823817422,0.093335766,8.826385192,1.08E-18,1.98E-18
FBgn0259242,478.3585434,0.207208089,0.124680258,1.661915789,0.09652966,0.111753022
FBgn0259243,11039.26277,-0.258726306,0.058342933,-4.434578335,9.23E-06,1.27E-05
FBgn0039006,3109.926881,-0.39374134,0.077722005,-5.066021384,4.06E-07,5.80E-07
FBgn0003525,13398.03812,-3.012517099,0.397774617,-7.573427189,3.64E-14,6.13E-14
FBgn0039004,4748.804879,-0.994722189,0.047795229,-20.81216485,3.36E-96,1.83E-95
FBgn0042630,418.2242815,-0.164528294,0.109088414,-1.508210516,0.131500657,0.150584183
FBgn0042189,20713.44315,4.522843985,0.206436913,21.90908551,2.13E-106,1.33E-105
FBgn0039003,2710.235224,0.074333124,0.0462192,1.608273721,0.107775244,0.124319408
FBgn0042185,4628.143695,0.227109328,0.049665402,4.572787493,4.81E-06,6.68E-06
FBgn0042187,10.73376616,-0.085737271,0.820714765,-0.104466588,0.916799082,0.934978931
FBgn0042186,266.6909231,4.617110227,0.880380095,5.244450951,1.57E-07,2.27E-07
FBgn0042180,3298.848803,-0.238155722,0.067324087,-3.537451918,0.000404008,0.000526532
FBgn0039008,1804.045102,-0.17542253,0.096426873,-1.819228652,0.068876553,0.080619547
FBgn0042182,666.9803984,1.167961174,0.809393815,1.443007288,0.149018418,0.169861936
FBgn0053477,1.774476014,-2.341749174,1.094274318,-2.14000195,0.032354609,0.038707765
FBgn0053476,2.637957259,-0.17387585,0.768732851,-0.226185013,0.821057527,0.848523162
FBgn0053475,5.349202313,-1.177880202,0.468901556,-2.511998921,0.012004946,0.014692971
FBgn0053474,194.5455297,1.210461027,0.245780664,4.924964434,8.44E-07,1.20E-06
FBgn0030114,9663.05026,-2.7656965,0.061912516,-44.67104064,0,0
FBgn0267904,1.088396806,1.740057387,0.943846628,1.843580657,0.065244277,0.076485749
FBgn0053471,5.456382421,-0.381725676,0.936793467,-0.407481146,0.683654639,0.71836939
FBgn0053470,15491.86182,3.994738512,0.21277059,18.77486222,1.21E-78,5.28E-78
FBgn0262447,0.684672078,1.045196755,0.62434246,1.674076043,0.094115655,0.1090594
FBgn0266589,95.41669225,10.0886307,0.534458549,18.87635763,1.78E-79,7.84E-79
FBgn0260006,2855.767022,0.454406068,0.0924818,4.913464796,8.95E-07,1.27E-06
FBgn0268063,6283.45276,0.172201624,0.060811425,2.831731432,0.004629672,0.005787007
FBgn0260007,376.3447753,3.6148619,0.172760258,20.92415206,3.23E-97,1.79E-96
FBgn0265076,1.483531526,2.907961426,1.189947762,2.44377234,0.014534595,0.017715874
FBgn0017448,3730.773098,1.843714317,0.165589311,11.13425921,8.55E-29,1.86E-28
FBgn0011474,10259.23891,-0.892538983,0.062311284,-14.3238741,1.55E-46,4.36E-46
FBgn0261058,298.4909264,10.1243647,0.48924764,20.69374254,3.94E-95,2.13E-94
FBgn0261059,1960.699793,7.692336838,0.130732809,58.8401402,0,0
FBgn0261053,2168.843614,-0.719946157,0.083077868,-8.665919987,4.48E-18,8.14E-18
FBgn0261057,191.9058808,11.09601782,0.573969312,19.33207506,2.89E-83,1.33E-82
FBgn0261054,296.3410926,11.00069143,0.537758664,20.45655825,5.25E-93,2.75E-92
FBgn0261055,5556.927078,7.082276904,0.305635466,23.17230067,8.66E-119,6.15E-118
FBgn0261584,764.4468985,-1.240821134,0.092244668,-13.45141305,3.02E-41,7.90E-41
FBgn0261586,59.55861912,2.902267875,0.246523106,11.77280266,5.39E-32,1.23E-31
FBgn0022023,21051.06971,-0.666121968,0.039013765,-17.07402421,2.32E-65,8.39E-65
FBgn0261580,463.877626,3.806164605,0.144525809,26.33553565,7.52E-153,7.81E-152
FBgn0261581,504.5114648,3.229271111,0.13974578,23.10818345,3.83E-118,2.71E-117
FBgn0261582,624.0558503,3.165560125,0.205810184,15.38096933,2.20E-53,6.77E-53
FBgn0053740,1.166283263,0.836556416,0.592019421,1.413055698,0.157639348,0.179330013
FBgn0022029,5883.808438,-0.29307594,0.061197082,-4.789050846,1.68E-06,2.35E-06
FBgn0261588,2745.161731,-0.452921596,0.108094751,-4.190042447,2.79E-05,3.78E-05
FBgn0029002,5452.585546,-3.232497765,0.060014461,-53.86198073,0,0
FBgn0038438,5025.262952,0.130342782,0.035404326,3.681549575,0.000231821,0.000304714
FBgn0046294,27355.29732,3.587049046,0.194886137,18.4058707,1.18E-75,4.95E-75
FBgn0046297,14620.17168,4.351317718,0.218119801,19.94920999,1.52E-88,7.50E-88
FBgn0046296,2131.13961,-1.027247699,0.041253336,-24.90096094,7.26E-137,6.34E-136
FBgn0038448,495.231401,3.92050559,0.22036294,17.79112941,8.28E-71,3.25E-70
FBgn0035110,2775.237465,-0.786081889,0.05451992,-14.41825096,3.97E-47,1.12E-46
FBgn0038431,464.0071967,-2.594626636,0.118582467,-21.88035629,4.00E-106,2.48E-105
FBgn0038432,3320.601777,-0.587754583,0.049363836,-11.90658237,1.09E-32,2.52E-32
FBgn0030710,4728.702935,-1.293843785,0.104410444,-12.39190002,2.89E-35,6.90E-35
FBgn0038435,48.36261074,-1.275358449,0.366115062,-3.483490793,0.00049492,0.000642955
FBgn0038436,58.98799643,0.927199152,0.580658401,1.596806573,0.11030883,0.12713289
FBgn0038437,1396.144782,1.346609007,0.06551518,20.55415255,7.07E-94,3.74E-93
FBgn0263564,10.13085225,2.315700567,0.349726299,6.621465346,3.56E-11,5.63E-11
FBgn0263566,0.705689861,0.522184112,0.59905144,0.871684929,0.383380284,0.418333083
FBgn0263567,0.932921915,0.469902296,0.752158419,0.624738465,0.532142723,0.569743305
FBgn0263560,2.04087636,-0.192165859,0.32660555,-0.588372913,0.556282015,0.593806685
FBgn0263561,0.774838059,0.900651516,1.144112619,0.787205299,0.431161696,0.467350199
FBgn0263563,227.3484797,4.905791659,0.752527878,6.51908295,7.07E-11,1.11E-10
FBgn0087041,1049.053163,-0.727963157,0.098615801,-7.381810542,1.56E-13,2.60E-13
FBgn0087040,20196.59949,4.48075832,0.542029033,8.266638957,1.38E-16,2.43E-16
FBgn0263568,0.144101529,-1.007659384,3.731023627,-0.270075852,0.787101899,0.817490129
FBgn0263569,2.532613978,-0.729113345,0.571466815,-1.275862965,0.202003965,0.22721223
FBgn0025627,92.69770439,-0.356494668,0.141386608,-2.521417496,0.011688308,0.014319467
FBgn0267538,53.81148828,2.074823693,0.226387551,9.164919566,4.96E-20,9.32E-20
FBgn0261638,33.62038917,0.023458543,0.289727792,0.080967529,0.935467776,0.950304394
FBgn0261639,1365.156004,0.872704849,0.045297034,19.26626932,1.03E-82,4.72E-82
FBgn0261636,27.48491923,1.097678509,0.228770562,4.798163275,1.60E-06,2.25E-06
FBgn0261634,98.82347744,-6.594479328,0.540500388,-12.20069305,3.08E-34,7.26E-34
FBgn0261635,0,0,0,0,1,NA
FBgn0004425,2579.768154,-4.651138636,0.338148366,-13.7547275,4.77E-43,1.28E-42
FBgn0261633,21.73182271,-4.933585747,0.57965586,-8.51123242,1.72E-17,3.09E-17
FBgn0261630,16.97284554,-6.31086591,0.990460703,-6.37164694,1.87E-10,2.91E-10
FBgn0261631,724.4173064,1.815584828,0.129743473,13.99365059,1.70E-44,4.65E-44
FBgn0034197,859.3852091,-5.745989842,0.185538687,-30.96922766,1.40E-210,2.37E-209
FBgn0034196,1149.184108,4.800364833,0.223887429,21.44097529,5.54E-102,3.28E-101
FBgn0034195,55.81997592,9.314613656,0.650115171,14.32763619,1.47E-46,4.13E-46
FBgn0034446,44.05360739,3.003112634,0.213489905,14.06676647,6.08E-45,1.67E-44
FBgn0031961,391.2650047,-4.481703002,0.135038697,-33.18828683,1.59E-241,3.50E-240
FBgn0034440,759.9818478,-1.936727276,0.276862123,-6.995277126,2.65E-12,4.29E-12
FBgn0034443,25975.07374,-4.209465034,0.082184891,-51.21945174,0,0
FBgn0037610,8453.51185,2.524980951,0.077317602,32.65725915,6.32E-234,1.31E-232
FBgn0038838,61.86066959,-1.131020224,0.420873752,-2.687314707,0.007202905,0.008929458
FBgn0031969,12149.41648,-0.317077744,0.057910823,-5.475276044,4.37E-08,6.40E-08
FBgn0031968,3191.293147,-0.251475568,0.084365236,-2.980796104,0.002875001,0.003622444
FBgn0034199,2316.264113,-0.033045899,0.123332832,-0.267940815,0.788744876,0.818904697
FBgn0034198,4986.240237,5.920417991,0.082684162,71.60280543,0,0
FBgn0038755,2879.140514,-1.153151401,0.042893634,-26.88397507,3.38E-159,3.71E-158
FBgn0265378,30.94484967,3.972455583,0.292241134,13.59307478,4.40E-42,1.16E-41
FBgn0038756,5404.797305,1.447277082,0.107252711,13.49408397,1.69E-41,4.44E-41
FBgn0038751,8.124335141,-1.836359255,0.603109598,-3.04481849,0.002328208,0.002945806
FBgn0038750,255.4417409,-4.135305414,0.258775363,-15.98029023,1.75E-57,5.74E-57
FBgn0038753,239.6866238,0.820327133,0.16045568,5.112484239,3.18E-07,4.56E-07
FBgn0038752,2751.143964,0.920798137,0.077398891,11.89678723,1.23E-32,2.83E-32
FBgn0030562,404.4406055,7.64968623,0.252000239,30.35586892,2.10E-202,3.34E-201
FBgn0030563,121.169489,0.429625483,0.224665566,1.912288968,0.05583914,0.065768773
FBgn0004426,13.26357334,-1.578787176,0.429114421,-3.679175296,0.000233989,0.000307519
FBgn0030566,236.5859805,0.507730105,0.245689274,2.066553812,0.038776217,0.046140927
FBgn0036454,20825.45919,0.708314502,0.086106204,8.226056532,1.93E-16,3.40E-16
FBgn0038916,749.5870909,2.082752535,0.102842802,20.25180662,3.42E-91,1.75E-90
FBgn0036977,43.02658338,-2.356646183,0.241361105,-9.763984889,1.61E-22,3.15E-22
FBgn0019661,17472.53315,1.334142881,0.156819654,8.507497916,1.78E-17,3.19E-17
FBgn0063649,1745.763891,1.938261481,0.070904487,27.33623182,1.57E-164,1.82E-163
FBgn0036974,28345.26399,-0.930866533,0.041627871,-22.36161735,9.31E-111,6.09E-110
FBgn0036973,1739.255147,-0.104045414,0.044858314,-2.319423184,0.020372102,0.024638717
FBgn0038447,161.0253682,1.617646578,0.173468099,9.325326023,1.11E-20,2.10E-20
FBgn0036970,18570.19873,10.98586805,0.208193258,52.76764556,0,0
FBgn0038914,4760.796183,6.613810285,0.286854502,23.05632384,1.27E-117,8.95E-117
FBgn0051357,4586.550054,-1.305292086,0.04791627,-27.24110398,2.12E-163,2.43E-162
FBgn0036979,36.8448121,-0.586894412,0.23292747,-2.519644471,0.011747342,0.014388766
FBgn0036978,271.7697559,0.012518185,0.141914226,0.088209517,0.929710154,0.945609106
FBgn0034229,17021.79794,0.531174584,0.194331608,2.733341169,0.006269535,0.007792799
FBgn0010258,1033.773644,0.252820826,0.140869411,1.794717705,0.072698688,0.084939814
FBgn0015379,5820.109558,-0.801054761,0.035997901,-22.25281887,1.06E-109,6.86E-109
FBgn0034999,22275.15894,-3.180344824,0.086436402,-36.7940445,2.30E-296,7.28E-295
FBgn0034998,1186.670654,2.261165371,0.174446431,12.96194686,2.01E-38,5.04E-38
FBgn0034997,23267.96036,-1.788353085,0.138810887,-12.88337769,5.58E-38,1.39E-37
FBgn0034996,530.8775508,-3.278472895,0.241457448,-13.57784954,5.42E-42,1.43E-41
FBgn0031611,1703.504525,-0.183531014,0.051198577,-3.584689708,0.000337479,0.000440945
FBgn0015371,12831.30913,-0.331278483,0.064778448,-5.114023163,3.15E-07,4.52E-07
FBgn0034225,5314.701896,-0.842008065,0.069069961,-12.19065492,3.49E-34,8.20E-34
FBgn0020381,1856.753621,-0.890970481,0.055733914,-15.986146,1.60E-57,5.23E-57
FBgn0034990,30.85565191,0.649883161,0.267829096,2.426484536,0.0152459,0.018563457
FBgn0010786,14165.94587,1.194273513,0.056953854,20.9691429,1.26E-97,7.00E-97
FBgn0045980,189.2147776,-2.545732278,0.146353569,-17.39439833,9.10E-68,3.42E-67
FBgn0038832,1048.062974,2.29883143,0.155806877,14.75436438,2.88E-49,8.39E-49
FBgn0030365,4114.816786,-1.373810409,0.062203898,-22.08560005,4.35E-108,2.78E-107
FBgn0038833,7.517515442,1.35173793,0.750126306,1.802013766,0.07154324,0.083640108
FBgn0037406,0.742284578,-0.353060464,1.797934042,-0.196370087,0.844320508,0.869993424
FBgn0034629,4438.328678,1.044454503,0.142735283,7.317423413,2.53E-13,4.19E-13
FBgn0266587,6.602191467,1.454444419,0.520346662,2.795145095,0.005187643,0.006470584
FBgn0263278,3098.181639,0.957012747,0.04542224,21.06925481,1.52E-98,8.58E-98
FBgn0030367,2133.59905,-0.591709675,0.122659866,-4.823987614,1.41E-06,1.98E-06
FBgn0030699,4470.082339,-0.898716498,0.036697861,-24.48961516,1.91E-132,1.58E-131
